GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US95113,95113,ZCTA5 95113,638,120,61500,33875,41.2,12.1,105625,59335,19.7,11.6,16652,38276,0.9,1.6,-,**,35.1,10.8,19394,33395,0.0,5.3,-,**,1.6,2.5,-,**,1.4,2.2,-,**,7.1,5.0,33125,46054,35.7,11.5,135278,61963,8.5,8.6,145515,80097,58.0,12.2,62000,33141,14.6,6.8,153646,35319,19.0,6.2,13304,5009,215,92,87841,123151,31.6,28.2,-,**,68.4,28.2,88977,92165,97.2,5.1,88523,121071,2.8,5.1,-,**,0.0,15.0,-,**,423,116,61125,32300,42.3,14.5,11989,20071,29.6,12.2,11534,4969,12.8,10.0,68611,166468,57.7,14.5,92206,32461,38.3,13.1,90882,46718,19.4,14.5,111944,87774,12.9,(X),(X),(X),7.0,(X),(X),(X),15.8,(X),(X),(X)
8600000US95116,95116,ZCTA5 95116,14031,206,47413,4643,40.8,2.3,48607,7610,3.2,0.8,46190,11351,0.9,0.4,19821,11114,28.0,1.7,53133,6074,0.5,0.4,52353,38106,25.0,2.0,41557,3169,1.5,0.6,52917,25692,56.0,1.7,42030,2381,11.8,1.2,59067,5829,2.9,0.9,36818,9723,40.5,1.9,53128,5082,37.1,2.1,56579,3959,19.5,1.3,21365,4095,10845,321,50450,4032,51.6,2.1,40400,3192,48.4,2.1,60046,4079,62.9,3.0,58291,4690,26.4,2.7,32101,3843,10.7,1.9,52115,9070,3186,282,22381,4125,52.6,5.5,17981,3093,41.7,4.8,13653,1674,11.0,3.5,56429,47387,47.4,5.5,27139,8040,33.1,5.3,20301,2959,14.2,4.3,58000,9776,35.8,(X),(X),(X),36.4,(X),(X),(X),25.4,(X),(X),(X)
8600000US95117,95117,ZCTA5 95117,10961,340,67718,4468,60.2,3.8,68723,8533,6.7,1.8,57083,31506,0.3,0.4,-,**,21.4,3.0,82342,12509,0.5,0.5,-,**,8.2,2.3,57610,16472,2.8,1.4,61422,16529,23.8,3.0,47270,11844,45.5,3.4,72234,10845,4.1,1.6,33354,21863,49.4,2.8,66597,6901,34.3,3.2,84766,7507,12.3,1.9,50438,12259,7449,427,71481,4234,53.2,4.6,64740,6905,46.8,4.6,85553,8264,67.0,4.0,86380,11434,21.1,3.8,45365,16920,11.9,2.7,68779,13424,3512,364,46222,5717,53.7,7.7,44556,7750,40.3,7.4,39779,4350,13.4,4.6,85000,8150,46.3,7.7,47839,10099,30.4,8.0,40473,11784,15.9,4.7,71432,24407,26.9,(X),(X),(X),25.6,(X),(X),(X),26.9,(X),(X),(X)
8600000US95118,95118,ZCTA5 95118,11210,204,90984,2779,72.9,2.4,91000,3454,2.6,1.0,127344,59393,0.6,0.6,97714,78800,16.0,1.8,100625,16285,0.0,0.3,-,**,4.2,1.4,59808,17918,3.8,1.0,79861,28917,17.9,2.1,77500,19726,60.5,2.3,95625,5416,1.0,0.7,80045,44308,34.9,2.3,117692,17312,42.2,2.4,102432,6165,21.9,1.5,48958,6052,8196,329,105259,6170,50.0,2.5,120978,17783,50.0,2.5,93843,6349,75.2,2.6,125174,9668,15.8,2.3,65850,5538,9.0,2.3,59250,34221,3014,290,49844,6744,56.5,4.9,35868,6636,49.3,5.0,31336,9616,7.2,2.1,112206,25321,43.5,4.9,80156,12561,32.8,4.4,65000,17834,10.7,3.6,103295,52017,25.9,(X),(X),(X),24.3,(X),(X),(X),28.1,(X),(X),(X)
8600000US95119,95119,ZCTA5 95119,3189,99,103319,13528,64.7,5.5,112167,18978,3.6,2.3,41756,77946,0.3,0.5,-,**,17.0,4.2,116382,20371,2.1,1.8,99792,86440,8.6,4.1,67206,32033,3.8,2.0,96944,55631,29.8,6.3,81875,21313,44.5,4.8,121521,11035,0.4,0.6,-,**,41.4,3.9,117100,7596,37.5,4.2,117788,23551,20.7,2.7,64008,3737,2753,145,108164,16615,47.3,4.2,117881,5682,52.7,4.2,92454,12840,73.8,6.1,121517,7316,16.1,5.4,47100,15775,10.1,3.9,89038,25614,436,112,68457,12024,53.4,16.5,48194,28831,43.3,14.9,29960,32813,10.1,10.5,91000,46462,46.6,16.5,76094,29587,38.1,15.4,69894,32489,8.5,7.6,121375,155476,28.7,(X),(X),(X),28.0,(X),(X),(X),27.8,(X),(X),(X)
8600000US95120,95120,ZCTA5 95120,12485,162,152721,6245,69.4,1.7,142387,8204,0.5,0.3,172841,67670,0.1,0.2,-,**,26.2,1.5,173495,12960,0.1,0.1,-,**,1.0,0.5,175040,47087,2.7,0.9,155234,38970,6.4,1.3,122148,23297,64.3,1.8,145965,9069,0.1,0.1,-,**,21.6,1.5,177904,12983,51.3,1.8,175371,12624,27.0,1.6,79614,7791,10776,252,162141,6132,47.3,2.2,184254,12769,52.7,2.2,151216,7854,89.9,1.9,173463,11210,7.3,1.7,93750,19247,2.7,0.9,130417,31607,1709,221,45236,10226,66.5,6.7,38872,5357,57.6,6.7,36829,5294,9.0,4.0,49875,42489,33.5,6.7,86250,19962,27.7,6.5,82353,20288,5.7,2.5,86500,45085,22.8,(X),(X),(X),23.1,(X),(X),(X),20.5,(X),(X),(X)
8600000US95121,95121,ZCTA5 95121,9595,185,85514,5881,32.9,2.3,77035,8050,3.9,1.0,95982,4832,1.1,0.5,32171,45032,52.0,2.1,93581,6824,0.4,0.3,212604,182557,5.4,1.4,64188,15499,4.3,1.2,69694,29848,26.8,1.8,70857,8115,14.3,1.4,96472,12857,0.3,0.2,26250,22338,34.0,2.4,96667,6811,50.6,2.8,89122,7926,15.2,1.5,58972,6512,8501,216,84944,4777,46.0,2.6,88009,8171,54.0,2.6,83536,5244,70.1,2.8,96828,4330,18.8,2.4,55476,9925,11.1,2.0,74052,5671,1094,167,50972,11234,53.7,9.1,51667,15059,43.9,8.8,41458,13822,9.9,4.9,95833,27273,46.3,9.1,48750,27005,35.3,8.0,43913,6106,11.0,5.0,106818,56158,34.4,(X),(X),(X),33.7,(X),(X),(X),21.0,(X),(X),(X)
8600000US95122,95122,ZCTA5 95122,12888,200,57470,3177,35.9,2.2,60506,7190,3.9,0.8,34000,39287,0.9,0.7,78500,90496,37.3,1.8,52588,5767,0.4,0.3,60347,88751,19.6,2.1,61439,5918,2.0,0.7,54167,19524,51.4,1.9,61753,2903,5.7,1.1,48125,10636,2.9,0.9,66917,23916,37.4,2.3,60728,3568,41.0,2.5,65300,4820,18.7,1.4,32360,5207,10991,322,55779,2888,53.6,2.4,51024,4778,46.4,2.4,65301,5558,65.1,2.8,62643,2978,22.3,2.4,35385,5062,12.5,1.8,63125,13661,1897,248,26932,6445,58.6,6.5,23910,11924,45.1,6.4,13843,4214,13.5,4.8,51000,30641,41.4,6.5,31272,7025,25.3,5.8,23980,3957,16.1,5.0,64219,42287,45.1,(X),(X),(X),43.3,(X),(X),(X),32.4,(X),(X),(X)
8600000US95123,95123,ZCTA5 95123,21724,284,90881,3357,67.3,1.4,92024,3376,3.9,0.8,74489,11205,0.4,0.2,71944,53690,17.6,1.1,103343,9201,0.2,0.2,27014,43400,6.1,1.1,72768,24922,4.6,0.9,83929,19190,22.0,1.4,76930,8892,52.8,1.5,94210,2996,1.9,0.6,53027,12046,39.2,1.6,97175,6105,40.3,1.5,102809,4890,18.6,1.2,51894,4415,16423,429,97154,4570,47.0,2.0,102924,3873,53.0,2.0,89443,6246,72.7,2.4,111618,3412,18.6,1.9,53571,8809,8.7,1.6,73447,5727,5301,397,63141,6322,57.4,4.3,53906,4962,41.6,4.5,43635,5968,15.8,3.1,82926,7720,42.6,4.3,73896,8751,31.5,4.4,71250,9371,11.1,2.6,92500,24739,28.0,(X),(X),(X),29.3,(X),(X),(X),20.8,(X),(X),(X)
8600000US95124,95124,ZCTA5 95124,16940,315,106660,7012,74.5,2.3,104109,5498,2.1,0.9,59803,142542,1.5,0.8,126125,63018,15.4,1.7,144489,19152,0.0,0.1,-,**,2.8,0.7,61786,25284,3.8,1.1,115769,69815,11.1,1.4,74511,21564,67.7,2.2,107355,5955,1.0,0.5,57396,8295,34.0,2.0,136762,12737,43.5,2.0,117264,6927,21.5,1.2,59886,6509,12743,348,121575,7003,50.5,2.6,142592,10044,49.5,2.6,103643,9042,79.2,2.6,136320,9050,14.8,2.4,62760,21265,6.0,1.7,104523,18172,4197,377,52194,8059,51.7,5.4,46737,5808,44.1,5.0,46883,6081,7.6,3.0,44871,54560,48.3,5.4,61212,15942,32.7,5.0,50179,15526,15.6,3.7,110446,48006,22.2,(X),(X),(X),21.4,(X),(X),(X),21.2,(X),(X),(X)
8600000US95125,95125,ZCTA5 95125,20972,362,102479,5025,72.8,1.7,108217,5130,3.4,0.9,37877,13591,0.8,0.4,101563,135315,12.3,1.2,133850,25510,0.3,0.4,-,**,7.4,1.4,47286,10612,3.0,0.7,128333,27113,20.1,1.8,66024,8506,62.6,2.1,114802,7557,2.4,0.8,53462,15519,35.3,1.7,124616,9469,41.3,1.7,120097,9572,21.1,1.3,57419,6714,13559,487,129600,5616,48.9,2.3,152444,16344,51.1,2.3,117117,8571,81.0,2.3,150265,10494,14.3,2.1,55208,9277,4.7,1.3,71818,16848,7413,458,62043,5734,56.9,3.8,51788,4536,47.2,3.7,40536,5537,9.7,2.6,98167,31180,43.1,3.8,74087,10404,28.4,3.2,51849,6197,14.7,2.7,133571,28333,27.7,(X),(X),(X),26.8,(X),(X),(X),28.3,(X),(X),(X)
8600000US95126,95126,ZCTA5 95126,14046,354,72877,4957,57.8,3.2,84938,7325,6.7,1.8,68365,27278,0.6,0.4,49931,13678,17.0,2.0,75893,14084,0.1,0.1,-,**,12.8,2.0,49260,6106,5.0,1.3,78833,34942,27.1,2.4,50741,5416,45.9,3.1,102123,11109,4.8,1.6,39824,9834,47.4,2.8,80887,8774,34.7,2.6,92356,17007,13.1,1.5,34252,4111,7372,448,84583,12793,44.5,4.0,70793,11592,55.5,4.0,102821,12527,74.3,3.4,101365,9591,16.6,3.0,51542,6213,9.0,2.2,56623,14786,6674,425,65138,8724,45.0,5.1,48000,5722,33.4,4.9,42234,6056,11.7,2.7,81842,36139,55.0,5.1,72245,10963,34.5,4.1,51504,8572,20.5,4.1,111210,8855,28.6,(X),(X),(X),27.9,(X),(X),(X),29.1,(X),(X),(X)
8600000US95127,95127,ZCTA5 95127,16644,276,70692,3584,42.2,2.0,74809,4679,3.4,1.0,46226,6675,0.8,0.4,51250,46528,23.7,1.4,80913,7522,0.3,0.2,117917,71603,26.8,2.1,60542,5547,2.8,0.8,77500,22883,47.4,1.8,63129,4704,23.6,1.5,88806,11914,1.1,0.4,22679,13216,36.5,2.1,72734,3507,41.6,1.9,86354,4845,20.8,1.5,43802,5668,13601,363,71984,3659,47.2,2.1,70939,4765,52.8,2.1,74051,6983,73.0,2.3,87646,5340,17.3,2.2,41398,4432,9.7,1.8,56563,11601,3043,323,44776,7763,49.3,5.6,28309,8309,41.9,5.5,25534,2998,7.4,2.8,86985,34187,50.7,5.6,63125,12923,38.4,5.5,45135,13119,12.3,4.1,91923,34430,35.3,(X),(X),(X),36.1,(X),(X),(X),23.2,(X),(X),(X)
8600000US95128,95128,ZCTA5 95128,13850,278,70096,4246,62.1,2.7,75219,5346,5.7,1.4,53774,8307,0.5,0.3,95337,78452,14.6,1.7,91675,13620,0.3,0.3,69643,69022,13.3,2.3,42500,11991,3.5,1.0,47500,25074,29.8,2.3,44277,8395,48.5,2.3,85674,8939,3.6,1.1,42976,28813,46.3,2.8,76833,8776,35.3,2.4,75081,7073,14.8,1.4,46643,6708,8527,411,80533,5908,48.2,2.6,67781,11198,51.8,2.6,89133,10071,69.1,3.1,97403,7216,19.3,3.0,37031,5857,11.5,2.5,77434,19461,5323,420,52345,4064,46.0,4.8,47500,6723,36.2,5.2,40464,4822,9.8,2.8,97837,26591,54.0,4.8,65106,10793,39.7,5.2,45703,18094,14.3,3.4,93583,25342,32.0,(X),(X),(X),31.7,(X),(X),(X),28.6,(X),(X),(X)
8600000US95129,95129,ZCTA5 95129,14137,280,107493,7083,37.9,2.1,73597,7127,1.4,0.8,94159,21701,0.5,0.3,108958,96710,56.6,2.2,135498,9374,0.3,0.3,-,**,2.0,1.3,99129,257382,1.3,0.7,118125,97585,6.1,1.5,72000,57072,34.3,2.1,74860,9837,1.2,0.7,24135,28165,36.0,2.0,127821,17924,44.6,2.2,129631,8774,18.2,1.3,46733,10453,10861,431,131075,8774,55.8,2.8,154867,8913,44.2,2.8,98438,8730,87.1,2.8,142230,6433,9.1,2.3,44661,12742,3.8,1.4,68500,48414,3276,409,53412,10824,50.1,5.3,44208,13610,45.2,5.5,43015,11892,4.9,2.7,70000,18288,49.9,5.3,66042,20061,34.1,5.5,50563,18941,15.8,5.4,79617,15445,21.7,(X),(X),(X),22.4,(X),(X),(X),18.7,(X),(X),(X)
8600000US95130,95130,ZCTA5 95130,5068,189,98990,9051,62.7,3.9,88250,12904,1.4,1.1,57063,2625,0.2,0.3,-,**,24.1,3.1,148802,24632,0.0,0.7,-,**,6.8,2.8,64183,39176,4.8,2.2,89091,38838,16.7,3.2,46844,15617,55.1,4.0,101250,12462,2.8,1.5,29861,24865,35.6,3.7,112708,33387,44.6,3.2,114565,10218,17.0,2.1,42130,10175,3621,236,123058,11358,51.8,4.7,130504,11702,48.2,4.7,112151,12381,82.6,4.2,132125,6780,11.8,3.4,50357,15749,5.7,2.6,64279,36558,1447,207,53517,7229,41.3,8.4,39569,6015,30.1,7.7,37105,3851,11.2,5.3,91912,41881,58.7,8.4,64760,31150,44.0,8.5,56541,12664,14.7,6.1,101848,28449,21.2,(X),(X),(X),20.9,(X),(X),(X),21.8,(X),(X),(X)
8600000US95131,95131,ZCTA5 95131,9083,232,108366,8703,20.9,2.1,92806,12223,2.3,1.1,58969,17225,0.2,0.4,-,**,65.9,2.5,122254,8924,0.6,0.7,-,**,7.3,2.1,82500,33209,2.8,1.0,80521,38427,13.1,2.2,64688,22537,15.8,2.0,113875,26480,1.8,1.1,54074,56499,42.7,2.6,148847,10069,41.5,2.2,93977,12492,14.0,2.1,61136,17836,7319,276,108635,9334,46.9,3.5,116589,11453,53.1,3.5,99200,13160,79.4,3.5,124342,4930,14.5,3.3,55456,12035,6.1,2.0,43107,21424,1764,247,91884,46526,34.9,7.3,77969,14446,25.0,7.2,76250,13367,9.9,4.6,108333,70793,65.1,7.3,134250,33148,36.5,8.2,57958,23357,28.7,7.3,181750,15536,25.8,(X),(X),(X),24.5,(X),(X),(X),28.8,(X),(X),(X)
8600000US95132,95132,ZCTA5 95132,11994,203,98026,3482,29.5,2.0,95583,11324,2.4,1.0,36096,12791,0.4,0.3,15667,64252,59.0,1.8,99864,5004,0.6,0.5,238700,106945,5.8,1.3,59141,20270,2.4,0.8,111250,51598,12.9,1.6,58700,15641,23.7,1.8,105755,7960,0.7,0.5,75125,13772,32.2,2.3,112221,7863,45.6,2.5,100338,6048,21.5,1.8,58472,5486,9731,287,101257,4317,45.9,2.3,107034,7273,54.1,2.3,95086,8211,78.3,2.5,108174,5397,16.8,2.6,62560,6908,4.9,1.3,77000,29013,2263,248,64694,8944,51.1,5.9,45833,18504,39.6,6.3,33835,16699,11.4,4.3,99511,81437,48.9,5.9,92443,12900,28.9,5.9,84010,20070,20.1,4.8,104250,45264,26.1,(X),(X),(X),24.6,(X),(X),(X),25.2,(X),(X),(X)
8600000US95133,95133,ZCTA5 95133,7672,174,72459,5771,26.9,2.6,70909,15307,3.4,1.3,67727,18425,1.0,0.7,63611,52985,57.5,2.6,75034,5912,0.7,0.8,-,**,7.5,2.1,62740,18583,3.1,1.5,86875,65493,22.1,2.2,62083,9396,14.7,1.9,88333,17742,2.3,1.1,27679,35626,37.5,2.8,85903,15848,40.4,2.7,71681,9512,19.8,2.1,37348,6450,6131,228,73022,6056,45.6,3.2,78681,7509,54.4,3.2,64588,5008,72.4,3.5,82051,4008,19.4,3.0,36291,5054,8.3,2.3,49750,24801,1541,222,63495,15996,42.4,7.9,27386,22987,36.9,7.7,22167,11589,5.5,3.4,84750,89855,57.6,7.9,79167,14447,38.0,8.3,62841,22627,19.6,6.8,121806,19692,31.1,(X),(X),(X),31.1,(X),(X),(X),22.1,(X),(X),(X)
8600000US95134,95134,ZCTA5 95134,6945,238,114757,10946,38.4,4.0,115208,25333,3.7,1.3,58846,74897,0.2,0.4,-,**,50.2,3.4,117013,11145,0.0,0.5,-,**,4.1,1.3,71696,47150,3.4,1.4,149861,32885,10.6,2.2,72994,20549,32.0,3.4,123375,16645,3.9,1.6,64352,36394,67.0,3.9,120159,9938,22.9,3.4,108750,42517,6.2,1.7,64345,24741,4379,323,115555,9913,41.5,4.8,94564,16404,58.5,4.8,122383,5998,83.9,4.1,120865,8867,8.8,3.1,49135,22814,7.2,3.2,84830,91425,2566,353,104348,16500,34.5,6.7,86250,36607,24.2,5.5,66034,37413,10.2,3.9,130625,100210,65.5,6.7,126667,36301,49.8,6.2,109375,35052,15.7,5.2,143833,62233,22.1,(X),(X),(X),20.5,(X),(X),(X),24.9,(X),(X),(X)
8600000US95135,95135,ZCTA5 95135,7276,159,128654,9563,53.8,2.6,78265,7252,1.0,0.8,60341,102424,0.2,0.2,131429,61085,42.0,2.6,173976,13853,0.0,0.5,-,**,1.6,0.7,123155,63585,1.5,1.0,82153,70523,10.6,1.9,78015,21191,45.9,2.5,80028,10507,0.0,0.5,-,**,23.2,2.1,179640,22505,41.3,2.6,157455,14830,35.5,2.1,55105,4297,5578,184,145179,11350,48.0,3.0,196040,14570,52.0,3.0,107945,18242,89.6,2.7,156175,11891,5.6,1.9,62917,27654,4.8,1.9,113449,45757,1698,205,47404,9588,68.6,7.1,46538,7522,61.8,7.4,42845,11706,6.7,3.6,103529,6830,31.4,7.1,53636,50896,28.0,7.2,50481,59847,3.5,2.2,77422,51233,29.4,(X),(X),(X),28.9,(X),(X),(X),30.7,(X),(X),(X)
8600000US95136,95136,ZCTA5 95136,14920,286,87500,5201,57.7,2.4,83402,4721,3.4,1.1,59563,28695,1.0,0.6,36410,10169,26.9,2.2,102330,10641,0.5,0.4,123974,91631,6.6,1.7,74784,26006,4.0,1.4,94650,15599,20.1,2.0,71402,16832,45.7,2.5,88190,6972,2.8,0.9,45774,8692,42.4,2.2,101480,5762,38.4,2.1,94657,7618,16.4,1.1,50795,9902,10781,433,95748,7601,48.7,2.4,91406,8917,51.3,2.4,100090,9190,73.8,2.9,117546,9468,18.2,2.3,45175,6257,8.0,2.0,49631,14168,4139,372,65148,14838,50.1,5.5,46404,11692,42.3,5.1,39130,10294,7.8,2.4,97150,11461,49.9,5.5,77716,16806,35.8,4.4,51375,29884,14.1,4.1,152893,65300,29.9,(X),(X),(X),30.7,(X),(X),(X),25.2,(X),(X),(X)
8600000US95138,95138,ZCTA5 95138,5692,211,145505,9272,48.6,3.4,134545,12935,3.3,1.3,99960,76458,0.0,0.6,-,**,42.0,3.3,166310,28152,0.0,0.6,-,**,2.4,1.2,93594,87851,3.7,1.7,95625,15149,13.9,2.6,106008,10706,39.1,2.7,145000,11017,0.3,0.4,-,**,38.1,3.5,159806,16120,51.9,4.0,143500,9387,9.8,2.1,105662,32521,4894,264,152725,7859,58.8,4.4,168456,17822,41.2,4.4,131615,18888,85.1,3.2,166575,13740,9.5,2.8,82063,22166,5.4,2.1,84306,10577,798,161,98537,7462,41.4,11.0,93081,26876,29.4,9.5,80060,33599,11.9,7.2,99960,144830,58.6,11.0,109063,20412,45.0,11.1,98875,21248,13.7,7.5,142321,8069,25.2,(X),(X),(X),25.8,(X),(X),(X),20.9,(X),(X),(X)
8600000US95139,95139,ZCTA5 95139,2280,50,98400,14465,74.8,4.6,98214,17355,1.5,1.6,79063,117070,0.0,1.5,-,**,10.9,2.4,112083,36959,0.0,1.5,-,**,8.7,3.5,79545,40804,4.1,2.4,120469,67198,26.8,4.2,87344,41336,58.8,4.0,97619,20395,0.0,1.5,-,**,31.8,3.9,119122,16774,43.8,3.4,117019,14480,24.3,3.0,52933,12544,1823,95,118019,11921,46.2,4.8,104643,12748,53.8,4.8,124183,8120,76.0,6.9,121210,12687,18.7,6.3,78472,39541,5.3,3.8,125298,10813,457,88,53092,15780,57.8,13.1,56667,35962,52.1,13.2,46875,27838,5.7,5.2,78750,44255,42.2,13.1,46528,26759,33.5,13.0,46806,30965,8.8,6.4,29773,128238,24.8,(X),(X),(X),27.5,(X),(X),(X),14.2,(X),(X),(X)
8600000US95140,95140,ZCTA5 95140,68,40,166750,91601,100.0,37.3,166750,91601,0.0,37.3,-,**,0.0,37.3,-,**,0.0,37.3,-,**,0.0,37.3,-,**,0.0,37.3,-,**,0.0,37.3,-,**,0.0,37.3,-,**,100.0,37.3,166750,91601,0.0,37.3,-,**,7.4,13.4,-,**,22.1,28.5,-,**,70.6,32.8,203065,146306,51,39,202944,64183,0.0,43.1,-,**,100.0,43.1,202944,64183,100.0,43.1,202944,64183,0.0,43.1,-,**,0.0,43.1,-,**,17,19,-,**,100.0,74.6,-,**,100.0,74.6,-,**,0.0,74.6,-,**,0.0,74.6,-,**,0.0,74.6,-,**,0.0,74.6,-,**,45.6,(X),(X),(X),60.8,(X),(X),(X),0.0,(X),(X),(X)
8600000US95148,95148,ZCTA5 95148,11687,207,107324,3764,25.8,1.7,97746,12596,4.4,0.9,85192,31140,0.4,0.3,68281,129793,56.5,2.0,121547,4626,0.6,0.6,34872,99110,9.8,1.6,82857,17585,2.6,0.9,80833,21421,22.1,1.8,81725,8004,14.7,1.5,109531,5829,0.6,0.4,61019,13215,32.2,1.9,110755,7630,50.6,2.3,120092,6878,16.5,1.4,68973,10724,10455,267,108361,3789,48.2,2.1,115941,7348,51.8,2.1,105495,3778,78.8,2.4,120097,4842,13.8,2.1,40272,13509,7.4,1.8,98625,13026,1232,154,62500,12255,52.1,7.9,60227,30624,40.9,7.0,39545,17274,11.2,5.1,76667,25801,47.9,7.9,73750,32706,36.2,7.6,54792,31496,11.7,4.4,120625,54481,32.9,(X),(X),(X),31.8,(X),(X),(X),30.3,(X),(X),(X)
8600000US95202,95202,ZCTA5 95202,2656,265,15023,1829,47.0,6.3,17259,3058,26.9,5.2,13214,3741,4.7,2.2,11750,1527,7.6,2.6,13547,3034,0.0,1.3,-,**,7.9,3.6,20813,13891,5.8,2.6,12348,4790,38.0,6.1,15580,3679,22.7,5.1,17591,3079,10.1,4.3,7366,2334,25.2,5.9,16855,4821,40.9,5.4,18108,3256,23.9,5.6,13625,1634,1037,199,15319,3405,60.1,9.9,9900,2300,39.9,9.9,21290,8943,31.7,9.2,20313,13623,50.2,9.1,12782,7738,18.0,8.1,18633,5697,1619,222,14578,2007,48.8,7.5,12826,1494,45.2,7.8,12439,1225,3.6,2.7,29091,18218,51.2,7.5,19918,2949,43.2,7.1,19434,4697,8.0,5.4,20495,2532,28.5,(X),(X),(X),28.7,(X),(X),(X),26.5,(X),(X),(X)
8600000US95203,95203,ZCTA5 95203,5234,264,37264,3396,61.0,3.9,46164,7408,13.3,2.6,23152,5140,2.5,1.5,38299,20859,7.2,1.8,36763,4495,0.0,0.7,-,**,12.4,3.3,45456,12945,3.6,1.6,26442,18304,42.4,4.1,36165,5148,35.4,3.6,51974,5318,3.8,1.8,28589,8601,37.0,3.8,33716,5979,39.6,4.3,45197,8681,19.7,3.2,38058,5309,3483,279,35269,4460,48.6,4.9,27480,6618,51.4,4.9,42250,8966,53.8,5.5,46969,12095,34.9,5.8,28935,6060,11.3,3.5,32386,10545,1751,214,33031,5145,34.8,6.5,34625,17276,28.8,6.2,25000,20749,6.1,3.0,39583,3369,65.2,6.5,32435,7224,45.6,8.2,29886,5407,19.5,7.1,47647,22344,35.4,(X),(X),(X),35.7,(X),(X),(X),25.9,(X),(X),(X)
8600000US95204,95204,ZCTA5 95204,11143,300,43372,2619,71.6,2.4,45207,3415,4.6,1.4,31425,3879,2.1,1.0,51382,16135,8.7,1.4,26849,3267,0.2,0.2,-,**,6.7,1.6,45704,4366,6.2,1.6,42261,6914,33.2,2.3,42380,3155,49.4,2.5,48207,2291,6.1,1.7,14954,6622,30.8,2.9,44471,5614,38.1,2.7,48912,3960,24.9,1.9,40581,3536,6803,331,48979,4489,44.2,2.9,36677,5654,55.8,2.9,55843,5338,61.6,4.0,61852,4406,28.2,3.6,28946,2148,10.2,2.6,36523,5218,4340,314,30914,3448,56.0,4.7,29760,3365,46.9,4.4,27178,3568,9.1,3.1,40333,13038,44.0,4.7,33099,7202,34.3,4.8,24312,4144,9.7,3.3,54728,24289,28.3,(X),(X),(X),30.1,(X),(X),(X),23.4,(X),(X),(X)
